X-ray (ID 01) / Crystal angle ?_c	X-ray (ID 01) / Impulse Imp
32.6	6
32.7	6
32.8	6
32.9	6
33.0	6
33.1	6
33.2	6
33.3	5
33.4	6
33.5	4
33.6	8
33.7	5
33.8	7
33.9	5
34.0	6
34.1	4
34.2	6
34.3	6
34.4	4
34.5	6
34.6	7
34.7	5
34.8	5
34.9	4
35.0	8
35.1	6
35.2	6
35.3	4
35.4	7
35.5	6
35.6	4
35.7	7
35.8	5
35.9	5
36.0	5
36.1	4
36.2	5
36.3	4
36.4	3
36.5	6
36.6	4
36.7	6
36.8	6
36.9	5
37.0	5
37.1	6
37.2	4
37.3	5
37.4	6
37.5	5
37.6	8
37.7	6
37.8	6
37.9	7
38.0	10
38.1	4
38.2	3
38.3	4
38.4	6
38.5	6
38.6	4
38.7	5
38.8	5
38.9	4
39.0	4
39.1	6
39.2	6
39.3	4
39.4	7
39.5	5
39.6	5
39.7	5
39.8	5
39.9	5
40.0	3
40.1	4
40.2	3
40.3	4
40.4	6
40.5	5
40.6	3
40.7	5
40.8	5
40.9	6
41.0	5
41.1	6
41.2	7
41.3	5
41.4	4
41.5	5
41.6	5
41.7	5
41.8	5
41.9	5
42.0	5
42.1	6
42.2	8
42.3	5
42.4	8
42.5	5
42.6	7
42.7	6
42.8	6
42.9	6
43.0	6
43.1	7
43.2	9
43.3	10
43.4	7
43.5	5
43.6	6
43.7	5
43.8	5
43.9	3
44.0	3
44.1	4
44.2	5
44.3	4
44.4	3
44.5	3
44.6	3
44.7	4
44.8	4
44.9	5
45.0	5
45.1	5
45.2	5
45.3	3
45.4	4
45.5	4
45.6	3
45.7	5
45.8	6
45.9	7
46.0	4
46.1	3
46.2	4
46.3	5
46.4	5
46.5	6
46.6	4
46.7	4
46.8	5
46.9	4
47.0	3
47.1	4
47.2	5
47.3	4
47.4	5
47.5	5
47.6	5
47.7	4
47.8	6
47.9	5
48.0	5
48.1	4
48.2	5
48.3	4
48.4	5
48.5	4
48.6	3
48.7	6
48.8	4
48.9	4
49.0	4
49.1	4
49.2	5
49.3	4
49.4	3
49.5	4
49.6	4
49.7	5
49.8	6
49.9	5
50.0	4
50.1	4
50.2	5
50.3	4
50.4	6
50.5	4
50.6	2
50.7	4
50.8	3
50.9	4
51.0	6
51.1	5
51.2	6
51.3	6
51.4	5
51.5	3
51.6	4
51.7	4
51.8	7
51.9	6
52.0	4
52.1	4
52.2	6
52.3	5
52.4	4
52.5	5
52.6	5
52.7	4
52.8	5
52.9	5
53.0	5
53.1	5
53.2	5
53.3	5
53.4	4
53.5	5
53.6	4
53.7	7
53.8	5
53.9	6
54.0	6
54.1	3
54.2	4
54.3	5
54.4	5
54.5	3
54.6	4
54.7	6
54.8	4
54.9	6
55.0	4
55.1	5
55.2	5
55.3	4
55.4	4
55.5	6
55.6	4
55.7	7
55.8	6
55.9	4
56.0	8
56.1	7
56.2	10
56.3	9
56.4	7
56.5	8
56.6	9
56.7	10
56.8	10
56.9	7
57.0	9
57.1	6
57.2	7
57.3	6
57.4	5
57.5	4
57.6	6
57.7	5
57.8	5
57.9	7
58.0	4
58.1	5
58.2	5
58.3	3
58.4	6
58.5	5
58.6	5
58.7	3
58.8	7
58.9	4
59.0	5
59.1	5
59.2	6
59.3	4
59.4	6
59.5	5
59.6	5
59.7	5
59.8	4
59.9	5
60.0	7
